loan_id,emp_length,state,homeownership,annual_income,verified_income,debt_to_income,delinq_2y,inquiries_last_12m,total_credit_limit,total_credit_utilized,num_historical_failed_to_pay,public_record_bankrupt,loan_purpose,loan_amount,term,interest_rate,grade,loan_status,risk_level,credit_utilization_ratio
2503,3,NC,Mortgage,75000.0,Source Verified,7.94,0,6,292304.0,82681.0,0,0,Debt Consolidation,20000,60,14.08,C,Current,Medium Risk,0.28285962559527067
2504,10,NJ,Mortgage,165000.0,Verified,14.1,0,6,591484.375,78335.0,0,0,Home Improvement,24000,36,18.06,D,Current,Medium Risk,0.1324379870558711
2505,3,VA,Mortgage,169000.0,Source Verified,11.21,1,1,466512.0,68125.0,1,1,Home Improvement,8000,36,19.03,D,Current,Medium Risk,0.14603054155091402
2506,10,OR,Rent,30000.0,Source Verified,22.56,0,0,21000.0,18056.0,0,0,Other,10000,36,19.03,D,Current,Medium Risk,0.8598095238095238
2507,5,OH,Mortgage,60000.0,Not Verified,11.78,0,3,116484.0,70588.0,0,0,Credit Card,7000,36,9.93,B,Current,Medium Risk,0.6059888053294873
2508,7,CA,Rent,85451.0,Source Verified,16.14,0,0,109895.0,105867.0,0,0,Credit Card,36000,60,11.99,B,Current,Medium Risk,0.9633468310660176
2509,0,CT,Mortgage,83000.0,Source Verified,4.75,0,0,473367.0,12047.0,0,0,Debt Consolidation,25000,60,7.34,A,Current,Medium Risk,0.025449598303219276
2510,7,MO,Own,15000.0,Source Verified,57.68,0,3,215738.0,24494.0,0,0,Debt Consolidation,18000,36,7.35,A,Current,Medium Risk,0.11353586294486831
2511,6,MA,Mortgage,54000.0,Not Verified,9.93,0,5,106528.0,14748.0,0,0,Debt Consolidation,6500,36,12.61,C,Current,Medium Risk,0.1384424752177831
2512,1,NY,Rent,40000.0,Source Verified,25.86,2,0,44186.0,15894.0,0,0,Moving,5000,36,10.91,B,Current,Medium Risk,0.3597066944280994
2513,10,ID,Mortgage,37440.0,Verified,23.46,0,1,243283.0,27221.0,1,1,Debt Consolidation,20000,36,21.45,D,Current,Medium Risk,0.11189026771291048
2514,1,CA,Rent,90000.0,Source Verified,5.81,1,0,25994.0,18695.0,0,0,Debt Consolidation,24000,36,9.44,B,Current,Medium Risk,0.719204431791952
2515,9,IL,Mortgage,80000.0,Verified,20.93,0,2,256444.0,65271.0,0,0,Debt Consolidation,35000,36,12.62,C,Current,Medium Risk,0.25452340471993884
2516,10,CA,Own,51632.0,Not Verified,34.38,0,1,47823.0,59692.0,0,0,Credit Card,3500,36,13.58,C,Current,Medium Risk,1.2481860192794263
2517,3,OH,Mortgage,33000.0,Source Verified,57.24,1,1,300914.0,123108.0,0,0,Debt Consolidation,9600,36,16.02,C,Current,Medium Risk,0.4091135673315299
2518,5,CT,Mortgage,61000.0,Not Verified,30.73,0,3,226837.0,134774.25,0,0,Debt Consolidation,5000,36,21.45,D,Current,Medium Risk,0.5941457963207061
2519,10,IN,Mortgage,111000.0,Source Verified,16.28,0,5,342682.0,34276.0,0,0,Debt Consolidation,10000,36,6.71,A,Current,Medium Risk,0.100022761627398
2520,10,PA,Rent,60000.0,Source Verified,21.66,0,1,117584.0,64243.0,1,1,Debt Consolidation,20000,60,14.08,C,Current,Medium Risk,0.546358348074568
2521,5,CT,Mortgage,72000.0,Not Verified,5.7,0,10,148800.0,12934.0,0,0,Debt Consolidation,24000,36,12.61,C,Current,Medium Risk,0.0869220430107527
2522,10,TX,Own,95000.0,Not Verified,17.69,0,4,153376.0,85445.0,0,0,Car,3500,36,6.08,A,Fully Paid,Low Risk,0.5570949822658043
2523,3,AL,Rent,68000.0,Not Verified,16.77,0,0,223736.0,134774.25,0,0,Debt Consolidation,13500,60,9.92,B,Current,Medium Risk,0.6023807076196946
2524,4,SC,Own,170000.0,Not Verified,11.68,0,1,555414.0,69394.0,1,1,Debt Consolidation,40000,36,5.31,A,Current,Medium Risk,0.12494103497571181
2525,0,TX,Rent,98000.0,Source Verified,21.19,0,11,103759.0,87317.0,0,0,Small Business,15000,36,20.39,D,Current,Medium Risk,0.8415366377856379
2526,7,CA,Mortgage,72000.0,Source Verified,5.03,0,4,126800.0,7767.0,0,0,Home Improvement,4000,36,13.59,C,Current,Medium Risk,0.06125394321766561
2527,1,MO,Mortgage,75000.0,Verified,33.97,1,1,128979.0,59745.0,0,0,Credit Card,40000,36,9.93,B,Current,Medium Risk,0.463214941967297
2528,0,IL,Mortgage,110000.0,Verified,21.34,3,5,362695.0,93657.0,0,0,Debt Consolidation,31000,60,20.0,D,Current,Medium Risk,0.25822523056562674
2529,10,TX,Rent,42000.0,Verified,1.43,0,2,8100.0,2238.0,0,0,Debt Consolidation,7500,36,14.07,C,Current,Medium Risk,0.2762962962962963
2530,5,WA,Rent,42000.0,Not Verified,14.89,0,0,27954.0,19064.0,0,0,Credit Card,7200,36,11.99,B,Current,Medium Risk,0.6819775345209987
2531,3,AZ,Mortgage,135000.0,Verified,20.24,0,3,389217.0,134774.25,0,0,Medical,16000,60,14.08,C,Fully Paid,Low Risk,0.346270204025004
2532,6,NY,Own,55412.0,Verified,31.03,0,0,59644.0,33776.0,0,0,Debt Consolidation,5000,36,21.45,D,Current,Medium Risk,0.5662933404868888
2533,10,IL,Mortgage,92000.0,Source Verified,18.22,0,0,272679.0,54978.0,0,0,Debt Consolidation,25000,36,9.44,B,Current,Medium Risk,0.20162168703860583
2534,4,CA,Mortgage,75000.0,Verified,20.14,0,8,288582.0,54130.0,1,1,Debt Consolidation,30000,36,18.45,D,Current,Medium Risk,0.1875723364589614
2535,7,WA,Rent,35000.0,Not Verified,27.54,0,3,45325.0,24815.0,0,0,Debt Consolidation,3200,36,10.9,B,Current,Medium Risk,0.5474903474903475
2536,0,KS,Rent,70000.0,Not Verified,10.99,0,3,232476.0,33045.0,0,0,Credit Card,6000,36,11.99,B,Current,Medium Risk,0.14214370515666133
2537,6,MS,Mortgage,85000.0,Verified,17.97,0,0,209279.0,51408.0,0,0,Credit Card,40000,36,6.71,A,Current,Medium Risk,0.24564337558952404
2538,6,TX,Rent,55000.0,Source Verified,13.41,0,4,37796.0,25087.0,0,0,Credit Card,11000,36,6.72,A,Current,Medium Risk,0.6637474865065086
2539,10,SC,Mortgage,155000.0,Source Verified,2.01,0,2,544500.0,22747.0,0,0,House,40000,36,6.08,A,Fully Paid,Low Risk,0.04177594123048668
2540,0,MA,Mortgage,70000.0,Source Verified,9.73,0,0,234257.0,14955.0,0,0,Debt Consolidation,12000,60,24.84,E,Current,Medium Risk,0.06384014138318173
2541,2,NY,Rent,52000.0,Verified,9.55,0,1,36949.0,15406.0,0,0,Debt Consolidation,23625,36,21.45,D,Fully Paid,Low Risk,0.4169530975127879
2542,10,NV,Own,44000.0,Verified,38.24,3,2,42247.0,18209.0,1,1,Other,14000,36,17.47,D,Current,Medium Risk,0.43101285298364383
2543,2,TX,Rent,170000.0,Verified,8.1,1,2,591484.375,69439.0,0,0,Debt Consolidation,40000,36,6.72,A,Current,Medium Risk,0.11739786025624092
2544,10,MA,Mortgage,38000.0,Verified,28.54,0,0,200880.0,16847.0,0,0,Debt Consolidation,8125,36,14.07,C,Current,Medium Risk,0.08386598964555954
2545,10,GA,Mortgage,88272.0,Source Verified,35.49,0,1,296178.0,118885.0,0,0,Debt Consolidation,11000,60,16.02,C,Current,Medium Risk,0.4013971328052725
2546,7,NY,Own,90000.0,Verified,5.06,0,0,17420.0,11150.0,0,0,Credit Card,35000,36,12.62,C,Current,Medium Risk,0.6400688863375431
2547,6,TX,Rent,65000.0,Not Verified,17.57,0,0,22500.0,11150.0,0,0,Credit Card,18000,36,13.58,C,Current,Medium Risk,0.4955555555555556
2548,10,NY,Rent,70000.0,Not Verified,16.49,1,0,138126.0,43458.0,0,0,Other,16100,36,5.31,A,Current,Medium Risk,0.31462577646496676
2549,3,MT,Mortgage,36000.0,Not Verified,21.43,0,1,36231.0,22100.0,0,0,Car,5000,36,12.62,C,Current,Medium Risk,0.6099748833871547
2550,6,TN,Own,65000.0,Not Verified,16.05,0,0,132676.0,122541.0,0,0,Other,10000,36,13.58,C,Current,Medium Risk,0.9236109017456058
2551,3,TX,Rent,45000.0,Not Verified,10.85,0,0,39653.0,26911.0,0,0,Credit Card,8000,36,15.05,C,Current,Medium Risk,0.6786623962877967
2552,0,FL,Rent,45000.0,Source Verified,46.29,0,2,127762.0,99634.0,0,0,Credit Card,25050,60,9.92,B,Current,Medium Risk,0.7798406411922167
2553,10,MD,Mortgage,70000.0,Source Verified,21.72,0,0,285190.0,59263.0,0,0,Credit Card,25000,36,9.44,B,Current,Medium Risk,0.207801816332971
2554,8,OH,Mortgage,68000.0,Source Verified,18.03,1,0,83513.0,26617.0,0,0,Debt Consolidation,5000,36,15.05,C,Current,Medium Risk,0.3187168464789913
2555,10,NV,Rent,60000.0,Not Verified,14.08,0,2,31100.0,20504.0,0,0,Debt Consolidation,20000,36,12.62,C,Current,Medium Risk,0.6592926045016078
2556,5,CA,Mortgage,87000.0,Source Verified,3.43,0,0,294946.0,4761.0,0,0,Debt Consolidation,12800,36,9.44,B,Current,Medium Risk,0.016141937846249822
2557,6,CA,Rent,65000.0,Not Verified,17.57,0,1,32545.0,9295.0,0,0,Debt Consolidation,18000,36,15.05,C,Current,Medium Risk,0.2856045475495468
2558,9,TX,Mortgage,102000.0,Verified,4.1,1,3,434000.0,16168.0,0,0,Home Improvement,24000,36,7.35,A,Current,Medium Risk,0.037253456221198154
2559,4,IN,Mortgage,97000.0,Source Verified,18.61,0,10,257483.0,55837.0,0,0,Credit Card,25000,60,11.99,B,Current,Medium Risk,0.2168570352217428
2560,6,CA,Rent,48000.0,Verified,22.33,0,0,40080.0,17557.0,0,0,Debt Consolidation,5000,36,10.9,B,Current,Medium Risk,0.43804890219560877
2561,10,VA,Mortgage,165000.0,Source Verified,22.35,0,1,375959.0,134774.25,0,0,Credit Card,20375,36,9.43,B,Current,Medium Risk,0.3584812439654324
2562,10,MD,Mortgage,48000.0,Source Verified,14.7,0,1,27200.0,15695.0,0,0,Home Improvement,11000,36,10.42,B,Current,Medium Risk,0.5770220588235294
2563,10,PA,Mortgage,45000.0,Not Verified,25.39,0,1,191318.0,41347.0,0,0,Credit Card,25000,60,12.62,C,Current,Medium Risk,0.21611662258647907
2564,6,MA,Mortgage,46000.0,Not Verified,18.18,1,0,45200.0,14718.0,0,0,Debt Consolidation,9000,36,12.61,C,Fully Paid,Low Risk,0.32561946902654865
2565,5,FL,Mortgage,72000.0,Verified,27.52,1,0,198398.0,40935.0,0,0,Credit Card,24000,60,14.08,C,Current,Medium Risk,0.20632768475488664
2566,3,CA,Rent,90000.0,Not Verified,14.62,0,1,189700.0,134774.25,3,0,Debt Consolidation,19000,60,15.05,C,Current,Medium Risk,0.7104599367422245
2567,6,AZ,Own,25400.0,Not Verified,11.29,0,0,11100.0,7804.0,0,0,Credit Card,8000,36,9.93,B,Current,Medium Risk,0.7030630630630631
2568,1,FL,Mortgage,55000.0,Not Verified,26.73,0,1,222385.0,65415.0,0,0,Credit Card,15000,60,9.92,B,Current,Medium Risk,0.2941520336353621
2569,7,CA,Rent,53953.0,Source Verified,21.08,0,0,104932.0,83167.0,0,0,Car,7000,36,9.44,B,Current,Medium Risk,0.7925799565432852
2570,8,TX,Rent,32000.0,Source Verified,5.85,0,3,11704.0,11929.0,3,3,Other,8000,36,18.06,D,Current,Medium Risk,1.0192241968557758
2571,10,MN,Mortgage,59000.0,Not Verified,29.84,0,2,82103.0,42833.0,0,0,Home Improvement,5500,36,10.91,B,Current,Medium Risk,0.5216983545059255
2572,10,MA,Rent,150000.0,Source Verified,4.95,0,1,152164.0,94482.0,0,0,Debt Consolidation,17000,60,21.85,D,Current,Medium Risk,0.6209221629294709
2573,10,MD,Rent,48000.0,Source Verified,32.18,0,0,58100.0,42709.0,0,0,Credit Card,15000,36,25.82,E,Current,Medium Risk,0.7350946643717728
2574,2,WA,Mortgage,129000.0,Source Verified,16.45,1,1,465849.0,83755.0,0,0,Debt Consolidation,12000,36,9.92,B,Current,Medium Risk,0.1797900177954659
2575,6,CT,Rent,82000.0,Source Verified,6.2,0,3,19522.0,14910.0,1,1,Debt Consolidation,24000,60,20.0,D,Fully Paid,Low Risk,0.7637537137588362
2576,10,NE,Mortgage,90000.0,Not Verified,24.89,0,3,301204.0,76366.0,0,0,Credit Card,20000,36,7.97,A,Current,Medium Risk,0.2535358096174022
2577,2,AZ,Rent,120000.0,Source Verified,7.73,0,4,35408.0,23962.0,1,1,Home Improvement,35000,36,14.08,C,Current,Medium Risk,0.676739719837325
2578,10,TX,Mortgage,95000.0,Not Verified,22.9,0,0,215166.0,67013.0,0,0,Debt Consolidation,24000,60,12.62,C,Current,Medium Risk,0.311447905338204
2579,4,TX,Rent,42000.0,Verified,21.77,0,1,63951.0,40181.0,0,0,Other,15500,60,10.42,B,Current,Medium Risk,0.6283091742115057
2580,1,NM,Rent,50000.0,Source Verified,0.6,0,4,5700.0,1225.0,0,0,Major Purchase,18000,60,18.45,D,Current,Medium Risk,0.2149122807017544
2581,2,CA,Rent,62000.0,Not Verified,5.65,0,1,18600.0,6134.0,1,1,Credit Card,4000,36,13.59,C,Current,Medium Risk,0.32978494623655913
2582,6,CA,Rent,20000.0,Verified,17.53,0,0,40300.0,12013.0,0,0,Other,15000,36,6.08,A,Current,Medium Risk,0.2980893300248139
2583,10,MD,Mortgage,53774.0,Verified,29.23,0,0,124874.0,83699.0,0,0,Other,25000,60,21.45,D,Current,Medium Risk,0.670267629770809
2584,6,SC,Rent,19200.0,Verified,10.56,0,1,14700.0,6238.0,0,0,Debt Consolidation,8000,36,10.42,B,Current,Medium Risk,0.42435374149659866
2585,3,TX,Mortgage,50000.0,Verified,13.79,0,3,220796.0,17446.0,0,0,Debt Consolidation,5000,36,10.91,B,Fully Paid,Low Risk,0.07901411257450316
2586,10,VA,Own,110000.0,Source Verified,18.47,0,0,370500.0,66610.0,0,0,Debt Consolidation,12000,36,16.02,C,Current,Medium Risk,0.17978407557354925
2587,0,NC,Rent,34000.0,Source Verified,7.52,0,15,13609.0,1848.0,0,0,Other,4000,36,17.09,D,Current,Medium Risk,0.13579249026379603
2588,10,WI,Mortgage,54000.0,Not Verified,40.42,0,3,405942.0,134774.25,0,0,Major Purchase,2000,36,9.44,B,Current,Medium Risk,0.33200370988959016
2589,6,NE,Rent,14400.0,Verified,45.83,0,1,29696.0,21229.0,0,0,Debt Consolidation,16000,60,16.02,C,Current,Medium Risk,0.7148774245689655
2590,1,WI,Rent,43000.0,Source Verified,26.79,0,3,47067.0,26213.0,0,0,Other,4000,36,13.58,C,Current,Medium Risk,0.5569294835022415
2591,6,CA,Rent,64000.0,Source Verified,7.01,0,2,27598.0,4364.0,0,0,Car,4200,36,7.35,A,Current,Medium Risk,0.15812740053627075
2592,10,SC,Mortgage,75000.0,Not Verified,30.62,0,0,124700.0,50573.0,0,0,Debt Consolidation,20000,36,9.43,B,Current,Medium Risk,0.40555733761026463
2593,10,MD,Mortgage,170000.0,Source Verified,11.9,0,4,591484.375,134774.25,0,0,Renewable Energy,40000,36,11.98,B,Current,Medium Risk,0.22785766741513672
2594,10,FL,Rent,68000.0,Source Verified,16.11,0,0,96017.0,75964.0,0,0,Other,10000,60,11.98,B,Fully Paid,Low Risk,0.7911515669100263
2595,6,NV,Mortgage,62000.0,Source Verified,6.7,0,0,31500.0,11709.0,0,0,Debt Consolidation,7500,36,10.91,B,Current,Medium Risk,0.3717142857142857
2596,3,GA,Rent,52000.0,Source Verified,9.23,0,1,55300.0,58125.0,0,0,Other,3625,36,13.59,C,Current,Medium Risk,1.0510849909584086
2597,6,CA,Mortgage,60000.0,Not Verified,23.02,0,1,508904.0,55951.0,0,0,Other,18375,60,10.9,B,Current,Medium Risk,0.10994411519657932
2598,2,MD,Mortgage,50120.0,Source Verified,21.41,0,3,492521.0,39821.0,0,0,Debt Consolidation,30000,60,18.45,D,Current,Medium Risk,0.08085137486523418
2599,4,WI,Mortgage,80000.0,Verified,16.2,0,0,194922.0,18920.0,0,0,Credit Card,10000,60,13.59,C,Current,Medium Risk,0.09706446681236597
2600,0,NJ,Rent,37260.0,Source Verified,24.47,2,3,97070.0,89537.0,0,0,Other,3500,36,18.06,D,Current,Medium Risk,0.922396208921397
2601,10,WA,Rent,128000.0,Not Verified,12.5,0,1,91800.0,51476.0,0,0,Credit Card,40000,36,6.72,A,Current,Medium Risk,0.5607407407407408
2602,10,PA,Mortgage,40000.0,Verified,28.98,0,0,211896.0,30937.0,0,0,Debt Consolidation,20000,60,10.42,B,Current,Medium Risk,0.14600086835051157
2603,10,MD,Rent,65000.0,Not Verified,17.36,0,3,63968.0,31198.0,0,0,Debt Consolidation,8000,36,10.42,B,Current,Medium Risk,0.48771260630315155
2604,6,CO,Mortgage,39804.0,Verified,16.73,0,7,171088.0,17888.0,0,0,Credit Card,5000,36,7.97,A,Current,Medium Risk,0.10455438137099037
2605,1,CA,Rent,33000.0,Verified,34.63,0,2,65871.0,36833.0,0,0,Medical,8000,36,19.42,D,Current,Medium Risk,0.5591686781740067
2606,10,LA,Mortgage,102000.0,Verified,32.66,0,1,281111.0,76885.0,0,0,Credit Card,25000,36,6.08,A,Current,Medium Risk,0.27350406067354177
2607,2,GA,Mortgage,170000.0,Verified,5.62,0,4,202701.0,104744.0,0,0,Home Improvement,12000,36,5.31,A,Current,Medium Risk,0.5167414072944879
2608,10,NC,Mortgage,115942.0,Verified,21.57,0,2,406670.0,134052.0,1,1,Debt Consolidation,34800,36,13.59,C,Current,Medium Risk,0.3296333636609536
2609,9,NV,Rent,60000.0,Source Verified,22.5,0,1,79599.0,63284.0,0,0,Debt Consolidation,20000,36,10.91,B,Current,Medium Risk,0.7950351135064511
2610,10,FL,Mortgage,81526.0,Verified,9.23,1,2,271726.0,45687.0,0,0,Debt Consolidation,22000,60,12.61,C,Current,Medium Risk,0.16813628434525957
2611,10,OH,Mortgage,40000.0,Source Verified,37.32,0,3,147059.0,34968.0,0,0,Debt Consolidation,16800,36,13.59,C,Current,Medium Risk,0.2377821146614624
2612,10,NV,Own,105000.0,Source Verified,14.96,2,4,231470.0,28858.0,0,0,Home Improvement,35000,36,18.06,D,In Grace Period,High Risk,0.1246727437680909
2613,2,CO,Mortgage,170000.0,Verified,9.32,0,10,591484.375,47825.0,0,0,Major Purchase,40000,36,10.9,B,Current,Medium Risk,0.08085589750363228
2614,3,TX,Rent,29000.0,Verified,33.77,0,0,41539.0,22878.0,0,0,Debt Consolidation,12000,36,20.0,D,Current,Medium Risk,0.5507595271913142
2615,6,TX,Mortgage,36000.0,Verified,18.87,0,0,124134.0,17578.0,0,0,Debt Consolidation,15000,36,7.34,A,Current,Medium Risk,0.14160503971514654
2616,10,FL,Mortgage,47000.0,Verified,7.02,0,2,114550.0,15747.0,0,0,Debt Consolidation,22000,36,5.31,A,Current,Medium Risk,0.13746835443037975
2617,1,CA,Rent,122000.0,Source Verified,24.8,0,1,115703.0,87244.0,1,0,Debt Consolidation,16000,36,16.01,C,Current,Medium Risk,0.7540340354182692
2618,3,MA,Rent,74300.0,Source Verified,5.85,0,0,15530.0,3989.0,0,0,Debt Consolidation,6025,36,16.01,C,Current,Medium Risk,0.2568576947842885
2619,10,MI,Mortgage,94000.0,Verified,25.94,0,4,273052.0,69424.0,0,0,Debt Consolidation,30000,60,11.99,B,Current,Medium Risk,0.2542519373599168
2620,10,FL,Own,55000.0,Not Verified,17.7,0,3,66269.0,27415.0,0,0,Credit Card,20000,36,9.44,B,Current,Medium Risk,0.41369267681721467
2621,3,AK,Own,125000.0,Not Verified,11.29,0,0,60231.0,32584.0,0,0,Debt Consolidation,10000,36,16.01,C,Current,Medium Risk,0.5409838787335425
2622,6,CO,Mortgage,36886.32,Not Verified,22.81,0,2,167786.0,35745.0,0,0,Debt Consolidation,5000,36,10.41,B,Current,Medium Risk,0.21303922854111784
2623,10,NY,Rent,55000.0,Verified,28.5,0,1,77024.0,51682.0,0,0,Other,24875,60,24.85,E,Fully Paid,Low Risk,0.6709856668051516
2624,9,NY,Rent,100000.0,Not Verified,5.47,0,0,22500.0,17350.0,0,0,Debt Consolidation,3900,36,9.92,B,Current,Medium Risk,0.7711111111111111
2625,8,NJ,Rent,98000.0,Source Verified,8.94,0,7,52123.0,41358.0,0,0,Credit Card,6400,36,10.91,B,Current,Medium Risk,0.7934692937858527
2626,10,MA,Mortgage,70000.0,Not Verified,13.49,0,4,351350.0,16048.0,0,0,Home Improvement,16000,36,6.71,A,Current,Medium Risk,0.045675252597125376
2627,10,CA,Mortgage,115000.0,Not Verified,30.69,0,2,265449.0,134774.25,0,0,Vacation,12000,36,6.08,A,Current,Medium Risk,0.5077218222709448
2628,8,MD,Own,70000.0,Not Verified,10.17,0,1,346058.0,55423.0,0,0,Other,10000,36,6.72,A,Current,Medium Risk,0.16015523409370683
2629,10,NY,Rent,80000.0,Not Verified,10.94,1,1,49021.0,31842.0,0,0,Vacation,7000,36,10.42,B,Current,Medium Risk,0.6495583525427878
2630,1,MS,Mortgage,87000.0,Verified,26.7,2,0,457555.0,120128.0,0,0,Credit Card,25000,36,7.35,A,Current,Medium Risk,0.26254330080536764
2631,0,IL,Rent,46000.0,Source Verified,12.99,0,5,87000.0,104325.0,0,0,Debt Consolidation,4000,36,17.47,D,Current,Medium Risk,1.1991379310344827
2632,2,MN,Mortgage,35000.0,Not Verified,24.77,0,1,123245.0,34245.0,0,0,Debt Consolidation,40000,60,11.99,B,Current,Medium Risk,0.2778611708385736
2633,4,OH,Mortgage,40000.0,Verified,21.6,0,2,60911.0,54828.0,0,0,Debt Consolidation,25000,36,15.05,C,Current,Medium Risk,0.9001329809065686
2634,8,TN,Mortgage,80000.0,Verified,21.36,1,2,109888.0,97648.0,0,0,Debt Consolidation,26600,60,20.39,D,Current,Medium Risk,0.8886138613861386
2635,5,ND,Own,75000.0,Not Verified,25.36,1,7,96393.0,67618.0,0,0,Credit Card,17000,36,9.44,B,Current,Medium Risk,0.7014824727936676
2636,2,CO,Mortgage,70000.0,Not Verified,2.09,0,0,327900.0,4459.0,0,0,Debt Consolidation,15000,36,5.31,A,Current,Medium Risk,0.013598658127477889
2637,3,CA,Rent,48000.0,Not Verified,20.5,1,1,41296.0,32264.0,0,0,Debt Consolidation,5000,36,12.61,C,Current,Medium Risk,0.7812863231305696
2638,10,FL,Mortgage,110000.0,Not Verified,18.58,1,1,308178.0,38026.0,0,0,Debt Consolidation,25000,36,7.34,A,Current,Medium Risk,0.12338972931228057
2639,2,TX,Rent,53000.0,Verified,28.77,0,2,83695.0,51941.0,0,0,Debt Consolidation,12475,60,25.82,E,Current,Medium Risk,0.6205986020670291
2640,7,TX,Rent,34000.0,Not Verified,14.93,0,1,32142.0,18296.0,0,0,Debt Consolidation,15000,36,18.06,D,Current,Medium Risk,0.5692240681973741
2641,10,MI,Mortgage,90000.0,Not Verified,14.07,0,5,156327.0,26292.0,0,0,Debt Consolidation,1600,36,9.43,B,Current,Medium Risk,0.16818591797961965
2642,10,SC,Own,130000.0,Verified,24.17,0,1,327869.0,117782.0,1,1,Credit Card,40000,36,6.07,A,Current,Medium Risk,0.3592349383442777
2643,10,WI,Mortgage,50000.0,Verified,59.29,0,0,375828.0,87934.0,0,0,Debt Consolidation,40000,60,20.0,D,Fully Paid,Low Risk,0.23397405195993912
2644,2,TX,Mortgage,98000.0,Verified,28.84,0,0,386990.0,69123.0,0,0,Debt Consolidation,40000,60,7.34,A,Current,Medium Risk,0.17861701852761053
2645,2,HI,Rent,67000.0,Not Verified,9.76,0,3,88090.0,110034.0,0,0,Credit Card,10000,36,10.42,B,Current,Medium Risk,1.2491088659325689
2646,10,FL,Mortgage,100000.0,Verified,21.42,0,0,398885.0,50295.0,0,0,Debt Consolidation,40000,60,11.99,B,Current,Medium Risk,0.1260889730122717
2647,0,MA,Mortgage,63000.0,Not Verified,16.36,0,0,263996.0,13725.0,0,0,Debt Consolidation,10000,36,7.96,A,Current,Medium Risk,0.051989424082183065
2648,0,GA,Mortgage,52000.0,Not Verified,6.71,0,0,43850.0,12481.0,0,0,Debt Consolidation,10000,36,7.34,A,Current,Medium Risk,0.28462941847206386
2649,3,IL,Rent,39600.0,Verified,14.64,0,0,15800.0,14287.0,0,0,Credit Card,14000,60,20.0,D,Current,Medium Risk,0.9042405063291139
2650,10,CA,Own,65000.0,Verified,7.22,0,1,20200.0,11282.0,0,0,Debt Consolidation,5175,36,18.45,D,Current,Medium Risk,0.5585148514851486
2651,5,NY,Own,84000.0,Verified,21.76,1,3,103621.0,113065.0,1,1,Credit Card,8800,36,9.92,B,Current,Medium Risk,1.0911398268690709
2652,10,TX,Mortgage,106000.0,Source Verified,19.81,0,0,243275.0,52181.0,0,0,Debt Consolidation,24000,60,12.61,C,Current,Medium Risk,0.2144938855205015
2653,8,AR,Mortgage,75000.0,Source Verified,25.36,0,22,136412.0,128099.0,1,1,Debt Consolidation,15000,36,11.99,B,Current,Medium Risk,0.9390596135237369
2654,10,TN,Rent,45000.0,Not Verified,18.43,0,4,98629.0,94411.0,1,1,Debt Consolidation,12800,60,13.58,C,Current,Medium Risk,0.9572336736659603
2655,3,KY,Mortgage,95000.0,Not Verified,21.65,0,0,141109.0,45516.0,0,0,Car,4900,36,13.58,C,Current,Medium Risk,0.322559156396828
2656,10,WA,Rent,48000.0,Not Verified,12.78,0,0,43048.0,21004.0,0,0,Other,4000,36,9.44,B,Current,Medium Risk,0.48792046088087715
2657,8,CA,Own,100000.0,Source Verified,4.55,0,3,258500.0,41835.0,0,0,Debt Consolidation,40000,36,7.96,A,Current,Medium Risk,0.16183752417794972
2658,10,GA,Mortgage,38000.0,Source Verified,31.9,0,0,225937.0,21613.0,1,1,Major Purchase,12000,60,26.77,E,Current,Medium Risk,0.09565940948140411
2659,10,FL,Rent,33000.0,Not Verified,19.71,0,0,24605.0,9193.0,0,0,Debt Consolidation,6000,36,9.92,B,Current,Medium Risk,0.37362324730745783
2660,7,NC,Mortgage,62200.0,Not Verified,19.58,0,0,203900.0,36705.0,0,0,Debt Consolidation,26400,60,14.07,C,Current,Medium Risk,0.18001471309465425
2661,10,RI,Mortgage,170000.0,Source Verified,20.99,0,4,519227.0,134774.25,0,0,Debt Consolidation,10000,36,6.07,A,Current,Medium Risk,0.2595671064871434
2662,10,TX,Rent,45000.0,Not Verified,14.37,4,2,42538.0,29513.0,0,0,Debt Consolidation,3000,36,16.01,C,Fully Paid,Low Risk,0.6938031877380225
2663,3,OH,Rent,70000.0,Verified,22.48,0,0,71326.0,37363.0,1,1,Credit Card,12500,60,13.58,C,Current,Medium Risk,0.523834225948462
2664,10,TX,Mortgage,100000.0,Not Verified,27.93,1,1,261246.0,79695.0,0,0,Debt Consolidation,39425,60,10.9,B,Current,Medium Risk,0.3050573023127627
2665,10,IN,Mortgage,70000.0,Not Verified,16.97,0,1,106328.0,40113.0,0,0,Credit Card,8500,36,13.58,C,Current,Medium Risk,0.3772571665036491
2666,4,CA,Mortgage,40825.0,Verified,6.7,0,7,267513.0,7705.0,0,0,Debt Consolidation,15000,60,20.0,D,Fully Paid,Low Risk,0.028802338577938267
2667,10,NY,Mortgage,70000.0,Source Verified,9.55,0,1,18950.0,12175.0,0,0,Credit Card,3000,36,10.41,B,Current,Medium Risk,0.6424802110817942
2668,6,GA,Mortgage,42000.0,Source Verified,30.49,0,1,91106.0,26727.0,0,0,Other,8000,36,6.72,A,Current,Medium Risk,0.2933615788202753
2669,6,MO,Rent,45000.0,Verified,34.53,0,4,108689.0,69112.0,1,0,Debt Consolidation,18000,36,18.06,D,Current,Medium Risk,0.6358693152020903
